age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
1,Private,271603,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,0,0,1,,0
2,Self-emp-not-inc,301568,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,1
1,Private,261319,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,1
3,Private,141511,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,1
1,Private,33731,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,2,United-States,1
2,Private,320277,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,0
0,Local-gov,192812,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,1,United-States,0
1,Private,191782,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,1,United-States,0
4,Self-emp-inc,76860,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,1
1,Private,162312,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,0,Philippines,0
3,Self-emp-not-inc,48495,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,0
1,Private,76129,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,2,Guatemala,0
3,Private,149640,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,0
2,Private,155478,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,2,United-States,0
0,Private,354351,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,0
0,Private,205865,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,3,3,United-States,0
3,Private,180532,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,1
0,Private,388156,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,0
2,Private,104440,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,1
0,Private,179423,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,0
0,Private,340543,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,0
0,,148294,Some-college,10,Never-married,,Own-child,White,Male,0,0,2,United-States,0
1,Private,124111,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,0
2,Private,191103,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,0
2,Private,274363,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,4,United-States,1
3,Private,180551,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,0
2,Self-emp-not-inc,176814,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,2,United-States,1
2,Private,142287,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
4,Local-gov,323309,7th-8th,4,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,0
0,Private,408383,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,0
4,Private,168145,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,2,United-States,0
0,Private,239375,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,0
4,Private,385583,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,0
4,Private,182460,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
1,Private,259425,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,1
2,Self-emp-not-inc,190023,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,1
2,Private,32958,Some-college,10,Separated,Adm-clerical,Other-relative,White,Female,0,0,2,United-States,0
3,Private,256522,1st-4th,2,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,Puerto-Rico,0
4,Private,93997,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,2,United-States,0
0,Private,566049,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,0
3,Private,193061,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,0
2,Private,185413,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,0
2,Private,138872,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,0
2,Self-emp-not-inc,260454,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
2,Private,159449,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,0
4,Private,132529,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
2,Self-emp-not-inc,150528,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
0,Private,190107,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,1
2,Private,234807,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,2,0,2,United-States,1
4,Private,192869,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,1
2,Self-emp-not-inc,285020,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,2,United-States,0
3,,237868,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,1
3,Self-emp-inc,146574,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,1
4,Private,95283,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,0
2,Private,421633,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,2,United-States,1
4,,191846,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,0
3,Private,28419,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,1
1,Local-gov,210945,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,3,United-States,0
2,Private,116632,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,3,United-States,1
3,Private,230796,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,2,United-States,0
4,Private,107165,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,0
1,Private,154087,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,0
2,Self-emp-inc,179579,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
3,Private,149640,Some-college,10,Separated,Craft-repair,Unmarried,White,Male,1,0,2,Honduras,0
3,Self-emp-inc,59840,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,0
0,Private,279175,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
1,Private,108706,11th,7,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,0,United-States,0
4,Private,178644,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,0,0,2,United-States,0
0,Private,284317,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,0
4,Self-emp-not-inc,130391,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,0
2,Self-emp-inc,198316,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
2,Private,39606,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,0
0,Private,182117,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,0,3,United-States,0
2,Private,176602,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,2,United-States,0
1,Private,164864,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,1,2,United-States,0
4,Private,139660,Some-college,10,Divorced,Sales,Unmarried,Black,Female,0,0,2,United-States,0
3,Private,301583,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,0
1,Local-gov,205931,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,0
3,Private,155759,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,0
4,Private,138253,Masters,14,Never-married,Handlers-cleaners,Not-in-family,White,Male,2,0,2,United-States,0
0,Private,86150,11th,7,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,0,Philippines,0
1,Local-gov,237298,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,0
3,Private,108435,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,3,Greece,1
1,State-gov,301302,Doctorate,16,Married-spouse-absent,Tech-support,Not-in-family,White,Male,0,0,0,,0
1,Private,162302,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,1,United-States,0
2,Private,227545,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,1
1,Private,126132,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,1
3,Private,113843,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,0
2,Private,393962,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,0
4,Private,201232,HS-grad,9,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,1,United-States,0
1,Federal-gov,41013,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,0
0,Private,212302,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
2,Private,233571,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,0
3,Local-gov,108435,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,1
4,Private,279636,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,Guatemala,0
2,Private,374423,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,3,2,United-States,1
1,Local-gov,103966,Masters,14,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
0,Private,230429,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,0
1,Private,263561,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,1
2,Private,107302,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,,1
4,,248248,1st-4th,2,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,1,Philippines,0
1,Private,92262,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
2,Self-emp-inc,172826,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4,0,3,United-States,1
0,Private,109307,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,2,United-States,0
0,Private,221757,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,0
1,Private,187746,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,2,United-States,0
0,Self-emp-not-inc,191803,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,0
3,Private,257824,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,1
2,Private,27444,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,1
2,Private,99151,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,1
0,Private,124963,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,1,United-States,0
3,Federal-gov,192894,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,3,United-States,1
2,Private,188942,Some-college,10,Married-civ-spouse,Sales,Wife,Black,Female,0,0,2,Puerto-Rico,0
1,Private,107793,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,0
2,Private,323385,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,0
2,Private,72791,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,2,0,2,United-States,1
0,Private,110142,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,0
2,Self-emp-not-inc,162923,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,0
0,Private,565313,Some-college,10,Never-married,Other-service,Own-child,Black,Male,1,0,4,United-States,0
1,Private,182833,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Female,0,0,2,United-States,0
2,Local-gov,254817,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1,2,United-States,0
1,Federal-gov,331615,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2,2,United-States,1
4,Private,213477,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,1,United-States,0
1,Private,177437,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,0
2,Private,245975,9th,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,4,United-States,0
1,Private,158218,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,1,United-States,0
1,Private,171091,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,1
2,Private,138342,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,0
2,Federal-gov,178074,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,3,2,United-States,1
1,Private,212304,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,3,United-States,0
0,Private,71864,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,0
3,Local-gov,48195,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,0
1,Private,377017,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,1,United-States,0
4,,203126,9th,5,Never-married,,Unmarried,White,Female,0,0,2,Dominican-Republic,0
4,Private,437727,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,0
0,Private,183257,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,0,United-States,0
2,Private,207568,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,0
1,Private,192208,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,1,United-States,0
4,Self-emp-not-inc,123778,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,0
3,Private,285224,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
2,Private,102178,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,0
2,Private,423616,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,2,United-States,1
2,Private,179824,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,2,United-States,0
2,Local-gov,293809,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,0
2,Private,208277,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,1
1,Private,114973,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,1,United-States,0
2,Private,144005,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,0
1,Private,91811,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,0
0,Private,201799,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
2,Private,124747,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,1,0,2,United-States,1
3,Private,114797,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,2,United-States,0
1,Private,285294,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,0
3,Private,91882,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
1,Private,137616,9th,5,Never-married,Sales,Unmarried,Black,Female,0,0,1,United-States,0
2,Self-emp-not-inc,126094,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,0
3,Private,99392,Some-college,10,Divorced,Craft-repair,Not-in-family,Black,Female,0,0,2,United-States,0
2,,200904,Assoc-acdm,12,Married-civ-spouse,,Wife,Black,Female,0,0,1,Haiti,0
3,Self-emp-inc,191277,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
2,Private,258339,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,4,Iran,0
2,Self-emp-not-inc,206066,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,2,United-States,0
1,Self-emp-not-inc,321313,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,2,United-States,0
0,Private,252993,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,Columbia,0
3,Private,109937,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,3,United-States,0
2,Private,187164,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,0
1,Private,323833,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Mexico,0
4,Private,102041,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,0
0,Private,160029,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
1,Local-gov,204470,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,0
2,Private,91039,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4,0,3,United-States,1
1,Private,115214,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,2,0,4,United-States,0
2,Private,55272,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
4,Private,246841,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,0
0,Private,207369,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,United-States,0
3,Private,165517,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,1
0,Private,323497,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,2,United-States,0
2,Private,367037,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
0,Private,427437,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,2,United-States,0
2,Private,76417,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,0
2,Private,309990,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,2,United-States,0
2,Private,227466,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,3,United-States,0
0,Private,86625,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,,0
2,Private,266047,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,1
1,Private,202498,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,Dominican-Republic,0
0,Private,148709,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
2,Local-gov,327435,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,2,United-States,0
4,Self-emp-not-inc,289741,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,0,3,United-States,0
0,Private,197651,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,2,United-States,0
3,Private,279337,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,1
2,Federal-gov,230438,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2,2,United-States,1
2,Private,54229,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,0
2,,162108,Bachelors,13,Divorced,,Not-in-family,White,Female,0,0,3,United-States,0
2,Private,183739,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,1
2,Private,65382,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,0
1,Private,185336,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,2,United-States,0
0,Private,156618,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,2,0,United-States,0
1,Self-emp-not-inc,226198,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,0
3,Self-emp-not-inc,130206,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,2,United-States,0
1,Private,253593,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,2,United-States,0
3,Federal-gov,110457,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,0
3,Local-gov,133963,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,1,,0
4,Private,42959,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,2,United-States,0
3,Self-emp-inc,200046,Bachelors,13,Separated,Sales,Unmarried,White,Male,0,4,2,United-States,1
1,Private,171133,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,2,United-States,0
1,Private,249315,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,0
2,Private,37937,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
1,Private,117528,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,0
1,Private,305647,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,1
2,Private,174515,HS-grad,9,Married-spouse-absent,Other-service,Own-child,White,Female,0,0,2,United-States,0
0,,224238,Some-college,10,Never-married,,Own-child,White,Male,0,0,0,United-States,0
1,Private,312372,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,4,0,2,United-States,1
0,Private,109667,Masters,14,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,0
0,Private,222490,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,0
2,Local-gov,209544,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,4,0,3,United-States,1
2,Private,184117,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,3,0,0,United-States,1
1,Private,192002,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,1
1,Private,96245,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,0
3,Private,129956,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,1
0,Private,409230,12th,8,Never-married,Transport-moving,Other-relative,White,Male,0,0,2,United-States,0
0,State-gov,42750,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,2,United-States,0
0,Private,208882,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,0
2,,103986,HS-grad,9,Never-married,,Not-in-family,White,Male,0,1,2,United-States,0
3,State-gov,122066,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
2,Local-gov,210259,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,2,United-States,0
1,Private,176185,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,2,0,2,United-States,1
1,Private,115438,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,0
3,Private,77905,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,339952,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,0
2,Private,294671,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,1
3,Private,280278,10th,6,Separated,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,0
4,Private,26756,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,3,United-States,0
1,Self-emp-inc,196385,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,0
2,State-gov,73199,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,0
0,Federal-gov,306515,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
2,Private,153799,1st-4th,2,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,2,Dominican-Republic,0
0,Self-emp-inc,83141,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,0
2,Local-gov,319271,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
0,Private,327797,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,2,United-States,0
1,Private,193932,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,0
1,Private,67257,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,0
1,Private,360761,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,1
1,Private,240441,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,0
2,Private,765214,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,0,4,2,United-States,1
1,Private,84433,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,0
0,Private,202673,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,3,United-States,0
1,Private,73796,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Female,0,0,1,United-States,0
2,Private,214816,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,0
2,Private,136721,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
2,Private,311920,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1,0,United-States,1
2,Private,149419,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,3,United-States,0
0,Private,167031,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,2,Columbia,0
0,State-gov,378418,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,2,United-States,0
1,Private,81223,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,0
4,Private,177368,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,2,United-States,1
3,Private,249860,11th,7,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,0,United-States,0
0,Private,284895,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,0
1,Private,114937,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,2,0,2,United-States,0
2,Private,290409,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,0
2,State-gov,50567,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,0
2,Private,186434,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,1
4,Private,195338,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,2,United-States,1
